147.009537,-101.841072,422.024170,-0.139631,-0.854603,-0.500156
99.207664,-13.219578,406.366486,-0.381591,0.394174,-0.836071
181.143814,-35.025921,409.884521,0.755182,-0.179786,-0.630379
200.999100,-4.006524,409.019745,0.328644,0.399993,-0.855569
175.362473,-23.807568,402.606140,0.555943,0.269716,-0.786245
244.584564,22.777824,433.462830,0.426925,0.134128,-0.894285
139.020737,-80.756142,399.355469,-0.127890,-0.502038,-0.855338
232.986496,31.002163,429.161255,0.321757,0.129068,-0.937984
94.587059,-7.579902,411.522064,-0.397495,0.455667,-0.796471
155.968231,-103.860252,423.931946,-0.034890,-0.860993,-0.507419
231.020248,-53.416451,437.714111,-0.061119,-0.689285,-0.721907
131.002991,-36.028114,392.112335,-0.115655,0.041540,-0.992420
119.984184,-53.968075,395.887634,-0.121390,-0.128485,-0.984254
169.942444,-84.748993,403.342377,0.175064,-0.588528,-0.789295
176.048203,-96.274261,415.767609,0.248188,-0.733925,-0.632263
132.957062,-6.929770,397.676910,-0.194770,0.341362,-0.919531
103.361656,22.385328,430.627838,-0.539053,0.606214,-0.584745
172.998444,-27.014463,400.076172,0.558760,0.152002,-0.815280
111.985336,-10.013598,402.764008,-0.340060,0.273406,-0.899782
183.942627,-51.141624,407.210266,0.412902,0.555404,-0.721830
168.999985,-91.769112,409.279449,0.154138,-0.670098,-0.726093
139.994293,-38.973236,391.433380,0.002764,0.071024,-0.997471
229.003906,32.979919,427.961731,0.458065,0.343053,-0.820055
185.992111,19.976410,409.064606,0.293350,0.093792,-0.951393
158.864059,-21.340815,395.415436,0.204604,0.399130,-0.893774
160.996017,-79.955254,399.065857,0.093822,-0.392932,-0.914769
219.531219,27.634150,422.455597,0.384101,0.176491,-0.906266
165.494080,-27.693146,395.507935,0.351874,0.101212,-0.930559
153.066086,-100.712738,419.131409,-0.050343,-0.842932,-0.535659
184.801987,-46.211323,410.382843,0.332422,0.391292,-0.858130
161.107910,-14.795834,399.634491,0.295794,0.425240,-0.855381
151.071060,-103.681694,424.264832,-0.085185,-0.863617,-0.496899
204.032898,-35.016586,401.745941,0.310329,-0.277953,-0.909086
133.711594,12.244147,406.541809,-0.220819,0.210428,-0.952344
173.975861,-57.208370,397.339752,0.227049,0.493620,-0.839517
241.714584,25.030916,432.381836,0.465907,0.026792,-0.884428
179.489059,-95.419395,416.568909,0.351741,-0.741703,-0.571100
238.679932,11.569100,431.374359,0.272404,0.784193,-0.557528
159.083710,-103.961716,423.877716,-0.016893,-0.864448,-0.502438
93.031181,9.954735,424.053955,-0.391884,0.633455,-0.667205
189.423492,-75.364151,406.545288,0.648298,-0.203064,-0.733809
110.023697,27.017557,429.987793,-0.539891,0.540968,-0.644880
138.006927,-68.027626,394.950378,-0.095896,-0.164504,-0.981704
160.079605,-86.337387,402.624756,0.138556,-0.612220,-0.778453
103.002541,-43.016991,397.090576,-0.208494,0.073358,-0.975269
126.142914,-15.256719,396.418213,-0.212591,0.256732,-0.942812
187.962021,-53.170471,407.347900,0.146294,0.423888,-0.893821
142.630417,-99.419739,419.533295,-0.175862,-0.825970,-0.535580
157.026138,-100.486298,418.540955,-0.025272,-0.813608,-0.580864
108.995567,-57.994217,398.038696,-0.163943,-0.258848,-0.951904
144.141937,-101.531883,422.398529,-0.162952,-0.837587,-0.521435
155.959991,-55.964809,392.619934,0.079716,0.013560,-0.996725
132.009277,-80.026077,400.050201,-0.218171,-0.456478,-0.862571
209.077133,24.061918,417.685242,0.365137,0.169311,-0.915428
158.978729,-80.992294,399.330231,0.081672,-0.344098,-0.935375
141.942535,-90.314293,406.728149,-0.128477,-0.761856,-0.634877
144.002838,-74.003090,396.181732,-0.022136,-0.250829,-0.967778
127.018150,36.758495,434.015076,-0.144442,0.838965,-0.524666
159.865204,-104.010139,423.958893,0.011976,-0.864681,-0.502179
140.069290,32.457230,428.573639,0.179012,0.865653,-0.467546
115.562790,16.391846,417.523285,-0.370177,0.631143,-0.681636
233.735657,-7.640053,429.436249,0.279064,-0.331402,-0.901275
154.989639,-90.601692,406.304352,0.044616,-0.749413,-0.660598
119.832184,-44.039867,394.548126,-0.159194,-0.083586,-0.983703
246.287949,18.098654,433.602844,0.391845,0.162583,-0.905552
172.017761,-77.018372,399.190582,0.190837,-0.361032,-0.912818
178.250946,-80.296364,402.573914,0.342250,-0.422668,-0.839176
224.040283,15.235083,428.822876,-0.089303,0.846873,-0.524244
139.246124,8.576503,404.461121,-0.115883,0.431181,-0.894793
135.616531,-90.471924,408.587036,-0.242991,-0.748222,-0.617348
151.953522,-98.306267,415.787018,-0.059578,-0.794000,-0.604992
166.919220,-85.652885,403.356354,0.170384,-0.599447,-0.782069
109.392677,-8.440883,404.458282,-0.398104,0.321299,-0.859233
108.980942,11.993111,417.854584,-0.298252,0.506788,-0.808834
189.004959,9.986692,409.339722,0.209575,0.119569,-0.970454
147.099701,3.241754,400.726379,0.329348,0.565712,-0.755976
144.973175,-51.990158,391.976868,0.002173,-0.097885,-0.995195
